"lon","lat","Име","Адрес"
"24.756397","42.161404","Бензиностанция","Пловдив, ул. Гонда вода и ул. Огражден"
"23.292957","43.201759","Global Oil","Вършец, ул. Република №62"
"23.278131","43.195400","Даяна 7","Вършец, бул. България"
"23.142147","43.243530","Топойл","Берковица, ул. Николаевска"
"23.141151","43.235107","И газ","Берковица, ул. Хаджи Петър Хаджиилиев"
"23.886124","42.285599","Ozon","Костенец, на пътя Белово-Костенец"
"23.330912","42.796425","Ozon","Нови Искър, ул. Победа №35"
"23.386602","42.931038","Ozon","Томпсън, гл. път Нови Искър - Своге"
"27.440920","42.481956","Lukoil F557","Бургас, ул. Чаталджа №2"
"23.263107","42.314590","Petrogas","Сапарева баня, на пътя Самоков-Дупница"
"25.187723","42.079670","Доби Газ","Първомай, кв. Дебър"
"25.387636","42.622070","VIA","Казанлък, ул. Ген. Н. Г. Столетов №1 (парк Розариум)"
"25.663731","42.429802","VIA","Стара Загора, бул. Никола Петков №57 (срещу СБА)"
"25.385592","42.617687","VIA","Казанлък, бул. 23-ти пехотен Шипченски полк"
"26.569817","42.182743","Астро Ян","Елхово, ул. Индустриална"
"23.685961","41.633827","Second Energy","Корница, изход към гл. път 19"
"25.212776","41.380592","Али Транс","Добромирци, изход към Бенковски"
"23.343124","42.734402","Ивяни-Газ","София, бул. Лазар Михайлов №31"
"24.826136","42.240536","Vipoil","Калековец, ул. Цар Симеон №70"
"24.857388","43.665966","Атропос","Жернов, изход към Никопол"
"22.854160","44.003780","Китекс Ойл","Видин, Западна промишлена зона"
"23.400192","42.655254","Мегахим-02","София, бул. Професор Цветан Лазаров"
"22.981863","43.432240","Бис","Белимел, изход към Монтана"
"24.814034","42.068188","Throne Oil","Пловдив, Срещу КЦМ"
"23.548035","42.356358","Видница","Драгушиново, на гл. път София-Самоков"
"23.555901","43.216919","Метан","Враца, ул. Драган Цанков №1Б (Източна промишлена зона)"
"23.562675","42.318127","Самоков Юг","Самоков, вход от Боровец"
"23.712921","42.312267","Котарски Комерс","Марица, на входа от Костенец"
"23.854628","42.309380","Кълвача газ","Костенец, ул. Боровец"
"23.671213","42.021828","VIA","Якоруда, Околовръстен път"
"23.662035","42.018295","Petrol Якоруда","Якоруда, Околоврсътен път"
"24.163849","42.268764","Карбул","Карабунар, изход към Виноградец"
"23.991962","42.029659","Вики 94","Велинград, бул. Съединение и ул. Винчо Роранов"
"23.295500","42.692360","Petrol Сердика","София, бул. акад. Иван Гешов"
"23.409224","42.634308","Union Gas","София, ул. Самоковско шосе"
"24.746386","42.144154","Бензиностанция","Пловдив, ул. Тодор Каблешков"
"23.162956","42.711517","Симона","Банкя, ул. Цар Освободител"
"24.636293","43.403397","Топ Трейд","Плевен, ж.к. Дружба"
"24.763664","42.146442","Арена","Пловдив, бул. Източен"
"24.848961","42.023899","ABV","Асеновград, ул. Горниводенско шосе №81"
"26.199615","43.940510","Агама","Сливо Поле, бул. България"
"26.196604","43.939991","Family 1","Сливо Поле, бул. България №1"
"24.140991","42.151806","Мечкарови","Варвара, изход към Велинград"
"23.824036","42.038040","Родопи Ойл","Пашови, на гл. път Якоруда - Юндола"
"27.873600","43.240101","КООП Търговия","Варна, КООП Търговия"
"27.746756","42.265793","Прима Ойл","Приморско, ул. Трети март"
"27.707399","42.405399","Тони ойл","Созопол, ул. Антея №9"
"23.235655","43.433380","Агро Био","Монтана, Околовръстен път, изход за Лом"
"23.855021","42.897034","СКС 7","АМ Хемус, до с. Трудовец"
"24.772789","42.158867","PIMK","Пловдив, Пловдив "
"24.717258","43.148960","Агро Био","Ловеч, ул. Бяло море №14"
"25.719166","43.109177","Петрол Трейд","Лясковец, ул. Оборище №3"
"24.485178","43.507229","Агро Био","Тръстеник, вход от Долна Митрополия"
"26.445499","42.544998","OMV Дражево","АМ Тракия, посока Бургас-София"
"23.234961","42.691467","Без име","София, ул. Среброструй"
"25.381212","42.627537","Rila Oil","Казанлък, ул. Генерал Столетов №45"
"25.526192","42.025848","Анди","Добрич, ул. Димитровградско шосе №5"
"24.231249","41.947773","Енерджи","Батак, вход на града от Пещера"
"24.228773","41.947556","Висаком","Батак, ул. Антонивановци №1А"
"25.886761","42.150066","Евроойл","Гълъбово, ул. Република"
"23.885254","42.912151","Метамодул","Разлив, до автомагистрала Хемус"
